track name="OMG" description="table browser query on OMG" visibility=3 url= 
chr17	31318412	31336473	ENST00000581113.6	0	+	31327666	31336473	0	6	152,433,341,203,194,141,	0,7407,9086,11883,16425,17920,
chr17	31330328	31336873	ENST00000479536.2	0	+	31330328	31334844	0	5	170,67,194,141,239,	0,4335,4509,6004,6306,
chr17	31337762	31343098	ENST00000584328.1	0	+	31337762	31337762	0	5	118,115,102,141,90,	0,262,941,2742,5246,
chr17	31337816	31360597	ENST00000581790.5	0	+	31337816	31356478	0	11	64,141,127,132,136,123,131,101,143,47,111,	0,2688,5192,11303,12366,18643,19143,19452,20663,21152,22670,
chr17	31337816	31381887	ENST00000471572.6	0	+	31337816	31378931	0	17	64,138,102,141,127,132,136,158,123,131,101,143,47,217,117,136,15,	0,185,887,2688,5192,11303,12366,14440,18643,19143,19452,20663,21152,22670,36196,41071,44056,
chr17	31340279	31349150	ENST00000582892.1	0	+	31340279	31340279	0	3	304,127,31,	0,2729,8840,
chr17	31345518	31346190	ENST00000581275.2	0	+	31345518	31345518	0	1	672,	0,
chr17	31355803	31361602	ENST00000577967.1	0	+	31355803	31355803	0	1	5799,	0,
chr17	31358547	31360956	ENST00000468273.1	0	+	31358547	31360711	0	3	75,47,470,	0,421,1939,
chr17	31378647	31382116	ENST00000498569.5	0	+	31378647	31378647	0	2	376,244,	0,3225,
chr17	31378890	31382106	ENST00000422121.2	0	+	31378890	31378931	0	3	133,252,234,	0,215,2982,
chr17	31380140	31382116	ENST00000488981.1	0	+	31380140	31380140	0	2	87,244,	0,1732,
chr17	31391674	31538211	ENST00000621161.5	0	+	31391852	31531732	0	15	337,88,89,227,195,135,36,100,104,141,82,138,159,144,6596,	0,40138,42359,125976,129491,130240,130685,131837,132218,133415,136167,136731,136945,138651,139941,
chr17	31391934	31392658	ENST00000581280.1	0	+	31391934	31391934	0	2	77,376,	0,348,
