,NG_1,NG_2,NG_3,NG_4,NG_5,NG_6,NG_7,NG_8,NG_9,NZ_1,NZ_10,NZ_11,NZ_12,NZ_13,NZ_14,NZ_15,NZ_16,NZ_17,NZ_18,NZ_19,NZ_2,NZ_20,NZ_21,NZ_22,NZ_23,NZ_24,NZ_25,NZ_3,NZ_4,NZ_5,NZ_6,NZ_7,NZ_8,NZ_9,XZ_1,XZ_10,XZ_11,XZ_12,XZ_13,XZ_14,XZ_15,XZ_16,XZ_17,XZ_18,XZ_19,XZ_2,XZ_20,XZ_21,XZ_22,XZ_23,XZ_24,XZ_25,XZ_3,XZ_4,XZ_5,XZ_6,XZ_7,XZ_8,XZ_9,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV11,0,0,0,0,0.00140778977,0.0019009281,0.001074185968,0,0,0.01249035155,0.01072261072,0.0333158447,0.01362920348,0.004574854078,0.02482923127,0.003157776023,0.008150113723,0.04455179817,0.04594555668,0.01644933095,0.009809339597,0.00370994941,0.002586801564,0.01503012235,0.0305978898,0.03264303264,0.007873110741,0.04538577912,0.03345822079,0.04839001447,0.002769562972,0.01140939597,0.02201353125,0.05210816142,0.004200717941,0.003226963069,0.0061193674,0.003311019938,0.001516844962,0,0,0,0.000949810038,0,0,0.003336113428,0,0,0.000830852316,0,0,0,0.001473405039,0,0.00298566879,0.002139461173,0.002992269969,0.001862052913,0.002309172547,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,NA
ASV12,0,0,0,0,0,0,0,0,0,0,0.0005994005994,0,0.0006163961373,0.001314613241,0.003686436084,0.001973610015,0.0006949709376,0.009339774557,0.004464928705,0,0,0.0005396290051,0.09927569556,0.033041426,0.3804220399,0.006201006201,0,0,0,0,0,0,0,0.01372565135,0,0,0,0,0,0,0.001346801347,0,0.000449910018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
ASV13,0,0.001506186122,0.002674763247,0.0187400319,0,0.0014536509,0.001946962068,0,0,0.02652445442,0.005594405594,0.0395243092,0.03390178755,0.001051690593,0.01008348693,0.002875831736,0.05806166288,0.01674718196,0.00403283883,0.003153498679,0.02417794971,0,0.001322143021,0.0008695112105,0.002696365768,0.0124020124,0.00821791851,0.01588502269,0.00130696175,0.03129522431,0.002769562972,0.0341536167,0.04725840654,0.03114983151,0,0,0,0,0,0,0,0,0,0,0,0.0009174311927,0,0.0009836824442,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,morganii
ASV14,0.001196376688,0.0005379236148,0.001373527073,0.0009303561935,0.001340752162,0,0.004028197382,0.001579384871,0.0009210416143,0,0,0,0,0,0,0,0,0,0,0,0.0005526388505,0,0,0,0.0005861664713,0.001755001755,0,0,0,0.0002713458755,0,0,0,0,0,0.01355324489,0.02090121593,0.01569135536,0.02043749002,0.002036128224,0.01722783389,0.01870543061,0.01314737053,0.01337373315,0.02117352493,0,0.01883650146,0.001504455503,0.004223499273,0.004768786127,0.04259518655,0.00385133834,0.01385000737,0.04063697634,0.02169585987,0.005467511886,0.004737760785,0.002327566142,0.002822322001,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV15,0,0,0,0,0,0,0,0,0,0.001473580801,0.004395604396,0.02002448409,0.01814944182,0.0004732607667,0.00628862626,0.001353332581,0.007012888552,0.04906065486,0.07215900907,0.01730162789,0.005042829511,0.001146711636,0.002644286043,0.01049624247,0.01805392732,0.01708201708,0.004654904891,0.02202050765,0.004966454648,0.03382778582,0.001408252359,0.002386278896,0.03716045643,0.06213528396,0,0,0,0,0,0.0009919599039,0,0,0.00049990002,0,0,0,0,0.0003471820391,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV16,0.0007690992993,0,0,0.00139553429,0,0,0.0008056394763,0.00174563591,0.001674621117,0.0176127991,0.005994005994,0.03104232249,0.02150537634,0.003207656308,0.009541363981,0.004116386602,0.05022744503,0.01846484165,0.008065677661,0.003323958067,0.01651008566,0,0.001494596459,0.001676914477,0.004923798359,0.01111501112,0.007068559278,0.01143049252,0.003398100549,0.0147431259,0.004130873586,0.02341536167,0.0259517318,0.02769787129,0.001833040556,0,0,0,0,0,0,0.0004388370817,0,0,0,0.002752293578,0,0.001099409791,0,0,0,0,0.008766759982,0.001651909608,0.001492834395,0.00206022187,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Snodgrassella,alvi
ASV17,0,0,0,0,0,0,0,0,0,0.0005613641148,0,0,0.0007533730566,0,0,0,0,0,0.001152239666,0,0,0,0,0,0,0,0,0.002185241217,0.002265400366,0,0.0006102426888,0.001715137957,0,0,0.01244940044,0.009896020079,0.006596201224,0.01043691067,0.003432859652,0.02150986739,0.002356902357,0.009544706528,0.005898820236,0.008567547801,0.008545612889,0.01793160967,0.002526847757,0.02592292559,0.02236377484,0.03764450867,0.001655418311,0.03119584055,0.002799469574,0.001717985992,0.003682324841,0.003961965135,0.01155348683,0.01117231748,0.01648492623,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV18,0,0,0,0,0,0,0,0,0,0.00322784366,0.002464202464,0.001923749563,0.005684542155,0.0007361834148,0.004011709856,0.0005074997181,0.001074045994,0.009232420827,0.005905228287,0.001619364186,0.2291378834,0,0,0,0.004923798359,0.002574002574,0.001724038848,0.02302908052,0.009932909297,0.003165701881,0,0.0007457121551,0.005553872564,0.004520424098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA
ASV19,0.007947359426,0.002151694459,0.004843490205,0.01302498671,0.003217805189,0.0021245667,0.006512252434,0.005236907731,0.00443774596,0,0.000666000666,0.001486533753,0.001232792275,0,0.001084245907,0,0.0005686125853,0.003005904455,0,0.0005966078582,0.00262503454,0,0.0004598758335,0.0008074032669,0.001875732708,0.003159003159,0.0006896155393,0.002773575391,0.01158839418,0.005155571635,0.0008449514153,0.003803131991,0.0004039180046,0.005095750801,0.0008401435882,0.005163140911,0.01573551617,0.008421507234,0.006147213795,0.00469875744,0.007744107744,0.009105869446,0.01094781044,0.01149305193,0.009960809928,0.001417848207,0.008212255212,0.004281911816,0.003738835422,0.006430635838,0.01133324844,0.00770267668,0.01878591425,0.01638694331,0.01791401274,0.002297939778,0.00332474441,0.003103421522,0.002052597819,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,NA
ASV20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001680954782,0.002788185066,0,0,0,0,0,0,0.01290785228,0.01589446078,0.00986108112,0.01484911384,0.004333298528,0.01891133558,0.01311025782,0.008648270346,0.01029150559,0.01562159808,0,0.02021478206,0,0.01073184242,0.01358381503,0.01992868967,0.005712818538,0.008030057463,0.01559402669,0.01393312102,0.007210776545,0.01080541933,0.004112033517,0.002822322001,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV21,0.007947359426,0.001721355568,0.008891780525,0.005715045189,0.01441308574,0.007044615901,0.01161463578,0.008645054032,0.01532278322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002111670083,0,0.005265005265,0,0,0,0,0.001361310614,0,0.001211754014,0,0.007179408844,0.008246683399,0.007073035047,0.00834952854,0.00710522114,0.005429675264,0.00785634119,0.007515085025,0.008098380324,0.007313760318,0.007783583714,0.004753961635,0.008843967151,0.00526559426,0.007893097002,0.006502890173,0.006685343181,0.004364850119,0.01053484603,0.01037399234,0.01054936306,0.005309033281,0.01005735184,0.00597408643,0.006286080821,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV22,0.005041873184,0,0.0050603629,0.002126528442,0.005765234296,0,0.006109432696,0.003325020781,0.004186552792,0.009402848923,0.002664002664,0.006645680308,0.008424080542,0,0.01821533124,0.004116386602,0.005875663381,0.01116478798,0.01944404436,0.005966078582,0.009533020171,0.001011804384,0.001552080938,0.005154959319,0.01465416178,0.01626301626,0.003275673812,0.01302739956,0.003659492899,0.02921490593,0.004459465803,0.0115585384,0.01272341715,0.01060244925,0.003589704422,0,0.001986807598,0.002951126467,0.002395018362,0.003341338624,0.001907968575,0.003346132748,0.002899420116,0.001985163515,0.002503810146,0.003586321935,0.001607994027,0.003587547738,0.001938655404,0.00137283237,0.001655418311,0.003594582451,0,0.001651909608,0.002189490446,0.001901743265,0.0032416258,0.002560322756,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
ASV23,0.00743462656,0.0131253362,0.009759271308,0.007841573631,0.0140778977,0.008945544001,0.007183618664,0.01221945137,0.01155488571,0.001894603887,0,0.0008744316194,0,0,0.002602190177,0,0,0.00193236715,0.002016419415,0.002386431433,0.00131251727,0,0,0.00155269859,0.003282532239,0.004329004329,0,0,0.002439661933,0.001989869754,0,0.0009694258016,0.002019590023,0.001315032465,0.007408538914,0.006453926138,0.006834618136,0.006837975959,0.006306881686,0.005586300512,0.005499438833,0.006472846956,0.004399120176,0.004753944206,0.007674722404,0.005921601334,0.006202262677,0.005844230992,0.007339195458,0.004190751445,0.004329555584,0.007510109763,0.005598939148,0.006938020352,0.00497611465,0.006259904913,0.00964175879,0.007758553806,0.006157793457,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,NA
ASV24,0.008972825158,0,0.01561483409,0.01069909623,0.014882349,0.009169182601,0.02141658275,0.01537822111,0.01331323788,0,0,0,0,0,0,0,0,0,0,0,0,0.001483979764,0.0005748447919,0,0,0.00936000936,0,0,0,0,0.0005633009435,0,0,0,0.004888108149,0.007027608462,0.00794723039,0.007989635068,0.004630368833,0.00287146288,0.005948372615,0.006911684037,0.004549090182,0.005171873367,0.006694970607,0,0.005111123873,0.002661728967,0.006369867756,0.006430635838,0.004265885649,0.005841196482,0.003315161338,0.005286110744,0.00696656051,0.004912836767,0.008644335467,0.003568934751,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV25,0,0,0.00101207258,0,0.001675940202,0.0024600246,0,0.002410640067,0.002093276396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007397057615,0.007026655465,0.01011115095,0.006675673528,0.009717123731,0.003832029379,0.01978698966,0.001739618406,0.008228195283,0.006098780244,0.007627207188,0.006749401263,0.0151793161,0.003445701487,0.02036801296,0.01301668628,0.02088150289,0.001591748376,0.01290198344,0.003167820834,0.00138760407,0.003184713376,0.004199683043,0.007730030754,0.008534409186,0.01423989737,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV26,0.003845496496,0.003550295858,0.009325525916,0.002857522594,0.009720453174,0.006150061501,0.008794897617,0.004488778055,0.006949677635,0,0,0,0.001232792275,0,0,0,0,0,0,0.001534134492,0,0,0,0,0.002579132474,0.00351000351,0,0,0.002352531149,0.002351664255,0.001408252359,0,0,0.002054738226,0.01267853051,0.004804589459,0.005165699754,0.004894551213,0.004949704614,0.008771013887,0.003984287318,0.006363137685,0.004449110178,0.003918085884,0.005551926845,0.009507923269,0.004134841785,0.008216641592,0.006716056221,0.003684971098,0.003692856233,0.006418897233,0.004641225873,0.004625346901,0.007066082803,0.00911251981,0.0105560635,0.007836139344,0.008980115459,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,NA
ASV27,0.001709109554,0.001291016676,0.003253090436,0.001860712387,0.002882617148,0.007156435201,0.003222557905,0.003823773899,0.005275056518,0.0004911936004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005861664713,0.00117000117,0,0,0,0,0,0,0,0,0.005346368288,0.01011115095,0.00977509338,0.01194846325,0.005348874341,0.008823222303,0.003310886644,0.005924300603,0.006548690262,0.007522724898,0.005606357501,0.004170141785,0.00367541492,0.00925818771,0.01474762861,0.01979768786,0.001910098052,0.0150844085,0.002062767055,0.002907360909,0.004080414013,0.004675118859,0.009392402959,0.006672356273,0.005708787684,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,NA
ASV28,0,0,0,0,0,0.0024600246,0.0009399127224,0.00182876143,0,0.01326222721,0.00333000333,0.01740118923,0.01842339566,0.001735289478,0.004445408219,0.001635276869,0.03354814253,0.01105743425,0.00403283883,0.001875053269,0.01264161371,0,0,0,0.002930832356,0.0102960103,0.004884776737,0.008740964868,0.002004008016,0.0122105644,0.001549077595,0.01849366145,0.01575280218,0.02104051944,0.0009928969678,0,0,0,0,0,0,0,0,0,0,0.005254378649,0,0,0,0,0,0,0.002431118314,0.001123298533,0.0009952229299,0.001584786054,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,NA
ASV29,0.001880020509,0.0009682625067,0.004698908407,0.002791068581,0.003418918013,0.0031309404,0.006915072172,0.004322527016,0.00242820062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287422396,0,0.001055099648,0.003393003393,0,0,0.001829746449,0.000994934877,0,0.0004474272931,0,0,0.002596807454,0.008031552528,0.006357784312,0.004894551213,0.004949704614,0.004646549024,0.006060606061,0.007076247943,0.007798440312,0.009612370703,0.006150664054,0.003336113428,0.00580026417,0.005381321606,0.003946548501,0.009176300578,0.01037819941,0.007638487708,0.01200825107,0.009845381261,0.007066082803,0.002535657686,0.004654642174,0.003568934751,0.002950609365,Bacteria,Chloroflexi,Gitt-GS-136,NA,NA,NA,NA
ASV30,0.004187318407,0,0.006723053568,0.002192982456,0.005027820607,0,0.005438066465,0.01097256858,0.004688939128,0.0007017051435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002457002457,0,0,0,0,0,0,0,0,0.01397693424,0.00172104697,0.005801478185,0.006765997265,0.001756346799,0.01112039261,0.002749719416,0.005924300603,0.003699260148,0.004388256191,0.005062050947,0.01259382819,0.002986274622,0.01041546117,0.0069237693,0.004046242775,0,0.01380062905,0.001473405039,0.001651909608,0.004777070064,0.006101426307,0.01238467293,0.007680968268,0.00833867864,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus,NA
ASV31,0.007605537515,0.002689618074,0.009397816815,0.005116959064,0.009787490782,0.0118528458,0.01094326955,0.009476309227,0.0108013062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005616005616,0,0,0,0,0,0,0,0,0.005422744978,0.004661168878,0.005245172058,0.004534657741,0.002794188089,0.005795134176,0.002132435466,0.005924300603,0.0049990002,0.005224114513,0.00468103636,0.008507089241,0.003388273129,0.005959958338,0.008585473932,0.00686416185,0.002610467337,0.007381731818,0.003904523353,0,0.004478503185,0.004516640254,0.005984539938,0.004344790131,0.003912764593,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV32,0,0,0.007229089858,0,0,0,0,0,0,0.0146656375,0.002464202464,0.01853795033,0.01383466886,0.002681811011,0.0093245148,0.002029998872,0.02880970432,0.007622114868,0.004608958663,0.002556890821,0.01077645758,0.001011804384,0.001207174063,0,0.002227432591,0.005616005616,0.004080225274,0.008740964868,0.0008713078331,0.0132959479,0.001314368868,0.01379567487,0.02080177724,0.0217802252,0,0,0,0,0.0006386715631,0,0,0,0,0,0,0.001584653878,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA
ASV33,0.004272773885,0,0.005421817393,0.002724614567,0.007575249715,0,0.009130580732,0.005153782211,0.003684166457,0,0,0,0,0,0,0,0,0,0,0,0,0.00155143339,0,0,0,0,0,0,0,0,0,0,0,0,0.006950278775,0.007386159914,0.006834618136,0.006550061182,0.009340571611,0.008353346559,0.006565656566,0.004607789358,0.005448910218,0.006686866576,0.004245591117,0.003586321935,0.007178544765,0.006133549358,0.004500450045,0.003901734104,0.00515726474,0.004300661146,0.006556652424,0.004361041364,0.007364649682,0.004041204437,0.007646912144,0.007758553806,0.005772931366,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV34,0.001025465732,0,0.002385599653,0.0009303561935,0.002011128243,0.0026836632,0.001409869084,0.001911886949,0.002260738508,0.0004210230861,0,0,0.0008218615163,0,0.0009758213163,0.0002819442878,0,0.001502952228,0.001440299582,0.00127844541,0.001519756839,0,0,0.0003726476616,0.0007033997655,0.001404001404,0.0005172116545,0.001260716087,0.00130696175,0.002984804631,0.0003285922171,0.001789709172,0,0.001150653407,0.007103032155,0.006597346719,0.005483588969,0.006837975959,0.004311033051,0.008509971807,0.003872053872,0.00756993966,0.005298940212,0.006686866576,0.006205094709,0.006088407006,0.003101131339,0.008621687305,0.007962334695,0.009176300578,0.002737807207,0.0102060466,0.003241491086,0.001982291529,0.003383757962,0.005546751189,0.006981963262,0.006051671968,0.008402822322,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,NA,NA
ASV35,0.00854554777,0.005917159763,0.008964071423,0.007044125465,0.00985452839,0.0146483283,0.008056394763,0.014879468,0.009377878255,0,0,0,0,0,0,0,0,0,0,0.0007670672462,0.0006217187068,0.0008768971332,0,0.001055835041,0.001992966002,0.006084006084,0,0,0.001219830966,0.001447178003,0.0007041261794,0.00149142431,0,0,0.007790422363,0.003011832198,0.003973615195,0.004030806881,0.002155516526,0.004072256448,0.002861952862,0.003181568843,0.002349530094,0.002507574966,0.002721532767,0.003586321935,0.003503129846,0.003761138757,0.002007893097,0.002601156069,0.002355787597,0.005584440593,0.004272874613,0.002444826219,0.003682324841,0.005309033281,0.006732607431,0.005663744278,0.002373316228,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus,NA
ASV36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009245251303,0.001655484883,0,0,0,0,0,0.002138547315,0.008174973109,0.005563061273,0.007845677679,0.006945553249,0.003497963872,0.00746352413,0.00641799232,0.01204759048,0.01144081078,0.006531678641,0,0.008039970137,0.003934729777,0.01010870318,0.008742774566,0.01158792818,0.0030168817,0.007735376455,0.01037399234,0.009255573248,0.002852614897,0.005153353836,0.003879276903,0.001475304682,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA
